index,month,day,TIME,TOTAL_FP_IDEX,clustering,score
466,3,20,1,-0.3617366918521762,4,4.0
1555,11,2,4,-0.361652810769465,4,4.0
856,5,29,2,-0.3609335295689412,4,4.0
57,1,12,4,-0.36079248823914867,4,4.0
1384,9,22,5,-0.36029604037150564,4,4.0
1096,7,22,3,-0.359962969708096,4,4.0
799,5,17,6,-0.3590098881932707,4,4.0
1361,9,18,3,-0.358849243436013,4,4.0
217,2,9,4,-0.3580429768748489,4,4.0
1854,12,21,0,-0.3577768386619829,4,4.0
105,1,20,3,-0.3577313229295204,4,4.0
1246,8,27,4,-0.35764978237673856,4,4.0
139,1,26,6,-0.35756540165855955,4,4.0
1586,11,7,3,-0.3566706533464064,4,4.0
1814,12,14,2,-0.3565897598919011,4,4.0
813,5,20,1,-0.35620518834765325,4,4.0
22,1,5,7,-0.35613233453991533,4,4.0
1430,10,5,3,-0.3558349676271244,4,4.0
1736,12,3,4,-0.35579705380388815,4,4.0
183,2,4,4,-0.35549165577222774,4,4.0
1518,10,26,0,-0.3553828011863354,4,4.0
265,2,19,4,-0.35451483445178705,4,4.0
995,6,28,5,-0.3545032486499383,4,4.0
737,5,5,7,-0.3544491775493102,4,4.0
1018,7,4,1,-0.35419616886356065,4,4.0
1010,7,3,0,-0.3538654355735462,4,4.0
567,4,5,7,-0.35385612865444815,4,4.0
1723,12,1,1,-0.3537608254098482,4,4.0
1400,9,25,2,-0.35373938043380443,4,4.0
1433,10,6,4,-0.35368127848497577,4,4.0
696,4,27,3,-0.3536414411371933,4,4.0
718,5,1,7,-0.35344715814955907,4,4.0
254,2,16,5,-0.35340301127745105,4,4.0
1519,10,26,2,-0.3533097474510805,4,4.0
1807,12,13,5,-0.3532796429249856,4,4.0
1837,12,18,2,-0.3529963543095485,4,4.0
1376,9,21,0,-0.35297394392368536,4,4.0
745,5,8,2,-0.3528512075580599,4,4.0
1540,10,29,4,-0.35255956102515146,4,4.0
1791,12,10,4,-0.35240933933297003,4,4.0
1729,12,2,1,-0.35222229996666,4,4.0
1613,11,12,6,-0.3521732881091022,4,4.0
229,2,12,5,-0.3519702741247777,4,4.0
1229,8,24,3,-0.3506082691570999,4,4.0
1731,12,2,3,-0.350525312041442,4,4.0
1638,11,17,3,-0.35030943489871813,4,4.0
1447,10,9,4,-0.3499209360509462,4,4.0
1153,8,6,6,-0.34959953939571303,4,4.0
1696,11,27,4,-0.34943168520193985,4,4.0
1103,7,23,4,-0.34890956637170883,4,4.0
1318,9,11,4,-0.34888929330163676,4,4.0
199,2,6,3,-0.3485809666891411,4,4.0
1014,7,3,5,-0.34829308895585404,4,4.0
1616,11,13,2,-0.34740809184428845,4,4.0
92,1,18,5,-0.3473252728528862,4,4.0
435,3,15,6,-0.34714957352918696,4,4.0
1355,9,17,5,-0.3469313673286964,4,4.0
1841,12,19,2,-0.34674251570674125,4,4.0
508,3,27,1,-0.34641967536562107,4,4.0
1402,9,25,5,-0.34614583556633255,4,4.0
1194,8,15,4,-0.34612718550284055,4,4.0
1840,12,19,0,-0.34610177089231486,4,4.0
1802,12,12,2,-0.34543185793552356,4,4.0
660,4,22,3,-0.3451965498190923,4,4.0
318,2,29,3,-0.3449080199641626,4,4.0
1593,11,8,6,-0.3445305591713387,4,4.0
52,1,11,1,-0.3440411810259229,4,4.0
855,5,29,0,-0.3439203793997585,4,4.0
136,1,26,1,-0.3437137788641902,4,4.0
1633,11,16,3,-0.343374130721688,4,4.0
512,3,27,6,-0.34324773817806975,4,4.0
1004,7,2,4,-0.34320924465949076,4,4.0
1115,7,26,2,-0.3424433890053349,4,4.0
225,2,11,3,-0.34213990881349937,4,4.0
932,6,15,0,-0.34193078732866394,4,4.0
1025,7,5,4,-0.3411933936971713,4,4.0
760,5,11,5,-0.34100673892855754,4,4.0
1503,10,23,0,-0.3408852849480272,4,4.0
711,4,29,1,-0.34075872816892383,4,4.0
670,4,23,3,-0.34067344827815427,4,4.0
1416,9,29,4,-0.3405633821003338,4,4.0
1554,11,2,2,-0.34031711674005605,4,4.0
667,4,23,0,-0.340127542768586,4,4.0
1083,7,18,6,-0.3399402368649633,4,4.0
1238,8,26,0,-0.33967091757813894,4,4.0
1541,10,29,5,-0.33950399452514796,4,4.0
877,6,3,2,-0.33910342444195796,4,4.0
929,6,14,6,-0.33853178834358155,4,4.0
704,4,28,1,-0.33798661989760126,4,4.0
1293,9,8,2,-0.3374923466462262,4,4.0
1219,8,22,2,-0.33737095226516334,4,4.0
98,1,19,4,-0.33736095385178066,4,4.0
1474,10,16,4,-0.33731739073066114,4,4.0
1067,7,15,5,-0.3366929813776677,16,5.0
320,2,29,5,-0.3366331219970718,16,5.0
890,6,6,2,-0.33598622052583627,16,5.0
1354,9,17,4,-0.33592567874561646,16,5.0
504,3,26,2,-0.3352621481364608,16,5.0
1499,10,22,5,-0.33513704710944625,16,5.0
71,1,14,3,-0.3349606639082512,16,5.0
309,2,26,3,-0.3348538163519222,16,5.0
282,2,22,3,-0.33460026301655704,16,5.0
883,6,4,5,-0.33417824893049347,16,5.0
7,1,2,6,-0.33414071626941627,16,5.0
516,3,28,1,-0.33413451283434575,16,5.0
414,3,12,6,-0.3335300225965604,16,5.0
1378,9,21,4,-0.33316273307398936,16,5.0
84,1,16,3,-0.3329758329798073,16,5.0
351,3,4,7,-0.33273675596048796,16,5.0
1387,9,23,0,-0.3325660121185403,16,5.0
1199,8,17,2,-0.3325642762791321,16,5.0
1689,11,26,3,-0.3322567841835079,16,5.0
1294,9,8,3,-0.33217580473823,16,5.0
289,2,23,5,-0.33186089325140733,16,5.0
137,1,26,2,-0.33171297877305056,16,5.0
495,3,24,7,-0.33166675493358283,16,5.0
1132,7,30,2,-0.3313442738082304,16,5.0
301,2,25,0,-0.3312554872130678,16,5.0
1326,9,12,6,-0.3308651580663313,16,5.0
166,2,1,3,-0.33083558668103286,16,5.0
78,1,15,2,-0.330730981902279,16,5.0
614,4,15,1,-0.3306711007831262,16,5.0
1713,11,29,3,-0.3305257822086373,16,5.0
1242,8,26,5,-0.3305196657936092,16,5.0
389,3,9,6,-0.33025286806488213,16,5.0
1121,7,27,1,-0.3298346451256586,16,5.0
1758,12,6,6,-0.3295106385013557,16,5.0
0,1,1,8,-0.3283159311996496,16,5.0
1258,8,30,2,-0.3281007739201134,16,5.0
34,1,8,3,-0.32782794018150463,16,5.0
60,1,13,2,-0.3278139376587654,16,5.0
1253,8,29,3,-0.32719864766058904,16,5.0
888,6,5,5,-0.32690649457015125,16,5.0
1338,9,14,3,-0.3268813576786429,16,5.0
32,1,7,4,-0.3267662302895972,16,5.0
177,2,3,2,-0.325750242454237,16,5.0
1373,9,20,6,-0.3257039317563166,16,5.0
1908,12,29,0,-0.3256129296365509,16,5.0
1733,12,2,5,-0.32553877442375134,16,5.0
1895,12,27,4,-0.3253443588656194,16,5.0
1220,8,22,3,-0.3252086512364533,16,5.0
646,4,20,6,-0.32506744439352686,16,5.0
1475,10,16,5,-0.32504222867818294,16,5.0
1180,8,12,3,-0.3248913075040218,16,5.0
1181,8,12,4,-0.32454820407113083,16,5.0
1395,9,24,5,-0.3239200437334453,16,5.0
887,6,5,2,-0.32355148239656595,16,5.0
113,1,22,3,-0.3230880215139688,16,5.0
1000,7,1,3,-0.3230674457275976,16,5.0
1534,10,28,3,-0.32266071965385995,16,5.0
1676,11,24,3,-0.3219581690389746,16,5.0
1487,10,20,1,-0.32172435726031956,16,5.0
741,5,7,5,-0.32125448531345524,16,5.0
1873,12,24,0,-0.32118977107956176,16,5.0
1849,12,20,2,-0.3204701011102804,16,5.0
596,4,11,6,-0.3193188754907256,16,5.0
1535,10,28,4,-0.319116334687538,16,5.0
1803,12,12,4,-0.3189856957313664,16,5.0
167,2,1,7,-0.3188129113517234,16,5.0
1656,11,20,2,-0.3184867976750257,16,5.0
1842,12,19,3,-0.3170971344976914,16,5.0
1254,8,29,5,-0.31698025143936215,16,5.0
1185,8,13,2,-0.3159326752857365,16,5.0
1663,11,21,2,-0.3152085974385341,16,5.0
145,1,27,1,-0.3151726151941463,16,5.0
1035,7,8,1,-0.3149739635478423,16,5.0
132,1,25,7,-0.31492952446284994,16,5.0
1498,10,22,1,-0.31489065043597,16,5.0
972,6,24,2,-0.3148408166876164,16,5.0
1688,11,26,1,-0.3146300752218948,16,5.0
296,2,24,2,-0.3142665810501157,16,5.0
1203,8,18,5,-0.31393870818552333,16,5.0
627,4,17,6,-0.3139168422019914,16,5.0
140,1,26,7,-0.3139024423080045,16,5.0
706,4,28,6,-0.313655564305847,16,5.0
179,2,3,5,-0.3133969281697522,16,5.0
1781,12,9,3,-0.3133374492454301,16,5.0
1804,12,12,5,-0.3131817994082852,16,5.0
149,1,28,1,-0.31309279688756336,16,5.0
1374,9,20,7,-0.3126783121401556,16,5.0
1894,12,27,2,-0.3122672597452694,16,5.0
1336,9,14,1,-0.31214729653852064,16,5.0
314,2,27,0,-0.312114392695142,16,5.0
1245,8,27,1,-0.31185622570908356,16,5.0
45,1,9,4,-0.3117452288110093,16,5.0
79,1,15,3,-0.3117338939831376,16,5.0
1691,11,26,5,-0.31172212840084523,16,5.0
450,3,17,6,-0.3112989968583838,16,5.0
270,2,20,5,-0.31110040906237657,16,5.0
1346,9,15,5,-0.31102266610932533,16,5.0
1821,12,15,4,-0.31079669448893943,16,5.0
635,4,18,6,-0.31070316299408335,16,5.0
1819,12,15,1,-0.3103784023098503,16,5.0
993,6,28,1,-0.31005057048843043,16,5.0
538,4,1,6,-0.3096555586500251,16,5.0
624,4,16,6,-0.3095885759177601,16,5.0
1528,10,27,5,-0.3095732274407621,16,5.0
456,3,18,6,-0.30936690060809213,16,5.0
910,6,10,5,-0.3092770002827117,16,5.0
1377,9,21,2,-0.3088570181068421,16,5.0
1782,12,9,5,-0.3085498539996301,16,5.0
1533,10,28,2,-0.3083959020612071,16,5.0
303,2,25,4,-0.30797018855137703,16,5.0
1909,12,29,1,-0.3076189333878888,16,5.0
1021,7,4,7,-0.30747554108744,16,5.0
686,4,25,6,-0.30736411322636237,16,5.0
975,6,25,0,-0.30735765668022663,16,5.0
151,1,28,3,-0.30718431610366786,16,5.0
1160,8,8,2,-0.30692261694939404,16,5.0
226,2,11,4,-0.30688388396180666,16,5.0
1571,11,5,6,-0.3067338460845906,16,5.0
1749,12,5,1,-0.30626227567587255,16,5.0
1353,9,17,2,-0.3062360977793208,16,5.0
938,6,16,5,-0.30615520475290353,16,5.0
519,3,28,6,-0.305887215872187,16,5.0
317,2,29,2,-0.3057562083453948,16,5.0
1695,11,27,3,-0.3054482380332632,16,5.0
1440,10,7,4,-0.30526529138152547,16,5.0
184,2,4,5,-0.30524281285492183,16,5.0
1038,7,8,5,-0.3049434473254848,16,5.0
1808,12,13,6,-0.3047746573871419,16,5.0
1672,11,23,4,-0.30469220166131117,16,5.0
610,4,14,6,-0.3044860512117127,16,5.0
571,4,6,7,-0.304235976328776,16,5.0
1001,7,1,4,-0.3040075539300367,16,5.0
1131,7,30,0,-0.30397155172413964,16,5.0
1705,11,28,5,-0.30325208845605084,16,5.0
240,2,14,1,-0.3031391258760051,16,5.0
958,6,20,1,-0.30302501736494186,16,5.0
1494,10,21,5,-0.3030180459833776,16,5.0
1187,8,14,5,-0.3030142169568871,16,5.0
1714,11,29,4,-0.302770943982038,16,5.0
1797,12,11,6,-0.30253086528922846,16,5.0
1822,12,15,5,-0.30219507350316666,16,5.0
765,5,12,6,-0.3018043570576649,16,5.0
1240,8,26,3,-0.30178019962220076,16,5.0
1681,11,25,2,-0.3014910737419771,16,5.0
889,6,5,7,-0.301417236991237,16,5.0
1682,11,25,4,-0.30130026317174396,16,5.0
275,2,21,5,-0.30123425143864413,16,5.0
1092,7,21,5,-0.3008746082007871,16,5.0
834,5,24,7,-0.30052725750912684,16,5.0
1211,8,20,3,-0.30043583614874164,16,5.0
761,5,11,6,-0.3004145530738176,16,5.0
369,3,6,6,-0.2996287187911726,16,5.0
874,6,2,6,-0.29952211412608953,16,5.0
157,1,29,5,-0.29943525048145525,16,5.0
749,5,9,6,-0.2990800954711723,16,5.0
1572,11,5,7,-0.29894239709701564,16,5.0
1362,9,18,4,-0.2986749287382196,16,5.0
1109,7,25,1,-0.29854033330193536,16,5.0
1274,9,3,7,-0.2978806459239543,16,5.0
1302,9,9,6,-0.2978697602559991,16,5.0
1417,9,29,5,-0.2977612739487398,16,5.0
1126,7,29,5,-0.29748768081705523,16,5.0
390,3,9,7,-0.29720762437320375,16,5.0
1082,7,18,0,-0.29666379582965013,16,5.0
959,6,20,4,-0.29665321642973147,16,5.0
1677,11,24,6,-0.29595790961908924,16,5.0
1896,12,27,5,-0.2953080429599279,16,5.0
241,2,14,2,-0.29525217049219504,16,5.0
25,1,6,7,-0.2952400987304519,16,5.0
1169,8,10,2,-0.2951678024103535,16,5.0
905,6,9,4,-0.29511319013270854,16,5.0
605,4,13,6,-0.2950586553691851,16,5.0
837,5,25,6,-0.29497892452880875,16,5.0
1673,11,23,5,-0.2949609549529765,16,5.0
1036,7,8,2,-0.29495167694458085,16,5.0
1813,12,14,0,-0.29488591390745167,16,5.0
1091,7,21,3,-0.2945344927132337,16,5.0
415,3,12,7,-0.29424615518715574,16,5.0
1867,12,23,5,-0.29385972088484597,16,5.0
110,1,22,0,-0.2937118323376319,16,5.0
360,3,5,7,-0.293614488461863,16,5.0
1892,12,27,0,-0.29339580850985714,16,5.0
1064,7,14,2,-0.2924552044775239,9,6.0
178,2,3,4,-0.2921138761251899,9,6.0
937,6,16,3,-0.29207008917634264,9,6.0
298,2,24,5,-0.2918431009837913,9,6.0
915,6,11,4,-0.2917061453994285,9,6.0
62,1,13,4,-0.29165908218454634,9,6.0
83,1,16,1,-0.2912039509846692,9,6.0
1449,10,9,7,-0.29110782160868864,9,6.0
1037,7,8,3,-0.2909800322762284,9,6.0
1215,8,21,3,-0.29057970049862225,9,6.0
114,1,22,4,-0.29056843658737724,9,6.0
1078,7,17,5,-0.29054262887660637,9,6.0
235,2,13,1,-0.2904310542397947,9,6.0
53,1,11,3,-0.2903869666936901,9,6.0
1161,8,8,5,-0.29015391958144815,9,6.0
111,1,22,1,-0.29000544401932815,9,6.0
1044,7,9,2,-0.2899527522837549,9,6.0
687,4,25,7,-0.28993354405077487,9,6.0
192,2,5,6,-0.2897638902428446,9,6.0
1368,9,19,3,-0.2894703805338506,9,6.0
1910,12,29,3,-0.2891587415368285,9,6.0
125,1,24,0,-0.28901884886308243,9,6.0
930,6,14,8,-0.2887320317583999,9,6.0
176,2,3,1,-0.2868423193046796,9,6.0
1097,7,22,4,-0.2859102729029856,9,6.0
924,6,13,5,-0.28578549437536893,9,6.0
70,1,14,2,-0.285529715066624,9,6.0
947,6,18,0,-0.2849930599793317,9,6.0
1210,8,20,2,-0.2849853646346053,9,6.0
1020,7,4,6,-0.2849520904808315,9,6.0
1206,8,19,1,-0.2848790928358985,9,6.0
1857,12,21,4,-0.2848642938684713,9,6.0
1241,8,26,4,-0.28444189175122875,9,6.0
93,1,18,6,-0.28441444285483586,9,6.0
1239,8,26,1,-0.283731445879488,9,6.0
1071,7,16,4,-0.2830326876364826,9,6.0
1669,11,22,7,-0.28302286482637123,9,6.0
1479,10,17,3,-0.2826788416551987,9,6.0
288,2,23,1,-0.28216320538233275,9,6.0
1543,10,30,1,-0.2819830799942457,9,6.0
843,5,26,7,-0.28173917541195354,9,6.0
457,3,18,8,-0.28161378851483265,9,6.0
1671,11,23,3,-0.2810186369786959,9,6.0
994,6,28,4,-0.28058150817004435,9,6.0
526,3,29,8,-0.2805520325034181,9,6.0
964,6,22,0,-0.27977777408274696,9,6.0
662,4,22,6,-0.27949652019107607,9,6.0
1179,8,12,2,-0.27932275669694057,9,6.0
218,2,9,6,-0.2790648738440474,9,6.0
1401,9,25,3,-0.27904514326432656,9,6.0
1911,12,29,4,-0.2790277775903746,9,6.0
1193,8,15,3,-0.2783557493661403,9,6.0
1587,11,7,7,-0.278350487651456,9,6.0
560,4,4,7,-0.27833306696009846,9,6.0
792,5,16,6,-0.2780029120421153,9,6.0
1765,12,7,7,-0.2779493658179225,9,6.0
1396,9,24,6,-0.2775150121184815,9,6.0
311,2,26,5,-0.2769779298882851,9,6.0
1495,10,21,6,-0.27693535884386433,9,6.0
1213,8,20,5,-0.27660817502732965,9,6.0
1831,12,17,4,-0.2765027891703288,9,6.0
1192,8,15,2,-0.2761110648476014,9,6.0
1059,7,13,3,-0.2758859630510123,9,6.0
1876,12,24,4,-0.2758451682342122,9,6.0
150,1,28,2,-0.27568622768784906,9,6.0
1382,9,22,2,-0.27565632116837974,9,6.0
1865,12,23,3,-0.275388707439816,9,6.0
1125,7,29,2,-0.27518199411380306,9,6.0
1101,7,23,1,-0.27460731415005657,9,6.0
968,6,23,5,-0.27414076072900656,9,6.0
654,4,21,6,-0.27397153737314894,9,6.0
1235,8,25,2,-0.27350884240482365,9,6.0
1388,9,23,3,-0.27337116710290127,9,6.0
773,5,13,7,-0.2733096751530988,9,6.0
1844,12,19,5,-0.272999859039413,9,6.0
1250,8,28,2,-0.27226108428513224,9,6.0
1186,8,13,4,-0.27189211816115,9,6.0
1072,7,16,5,-0.27145215122539085,9,6.0
69,1,14,1,-0.271301196810655,9,6.0
934,6,15,5,-0.27118783848561623,9,6.0
699,4,27,6,-0.2707610614522479,9,6.0
1693,11,26,7,-0.2702221436517587,9,6.0
801,5,17,9,-0.26929825609197094,9,6.0
742,5,7,6,-0.2692815082703114,9,6.0
800,5,17,8,-0.2680477006470709,9,6.0
1830,12,17,1,-0.26797831822041285,9,6.0
641,4,19,8,-0.2678898507715174,9,6.0
1815,12,14,3,-0.26778152577360537,9,6.0
1548,11,1,8,-0.2677581128557172,9,6.0
251,2,15,6,-0.2674103320426575,9,6.0
1095,7,22,2,-0.2673844168088004,9,6.0
1296,9,8,6,-0.2672121777725067,9,6.0
561,4,4,8,-0.2665579412714877,9,6.0
1866,12,23,4,-0.2659870097260226,9,6.0
1383,9,22,4,-0.26556328395850226,9,6.0
115,1,22,5,-0.26508355798691885,9,6.0
1051,7,11,1,-0.2649209068479855,9,6.0
1883,12,25,3,-0.26463398472788485,9,6.0
1641,11,17,6,-0.2640276114700283,9,6.0
219,2,9,7,-0.2634515012635536,9,6.0
1033,7,7,1,-0.2632810795328352,9,6.0
1065,7,14,3,-0.26322924404883963,9,6.0
1320,9,11,6,-0.2628525500977478,9,6.0
1367,9,19,1,-0.2619157215783638,9,6.0
933,6,15,4,-0.2607312679267862,9,6.0
1077,7,17,3,-0.2606261654365361,9,6.0
1202,8,18,4,-0.2605933964276805,9,6.0
1349,9,16,4,-0.2605367151478541,9,6.0
1549,11,1,10,-0.2601514303366504,9,6.0
33,1,7,5,-0.2599215697156448,9,6.0
101,1,19,7,-0.258642323142038,9,6.0
1825,12,16,1,-0.25804743291447535,9,6.0
112,1,22,2,-0.25791428581094394,9,6.0
894,6,7,11,-0.2577015427129147,9,6.0
921,6,12,4,-0.2573627465848989,9,6.0
1411,9,28,3,-0.2571709429853366,9,6.0
899,6,8,2,-0.25710717618237516,9,6.0
1070,7,16,2,-0.25701339948419316,9,6.0
1279,9,4,7,-0.25646808231122603,9,6.0
1480,10,17,8,-0.25539048581842105,9,6.0
740,5,7,2,-0.2548652276317137,9,6.0
1805,12,12,6,-0.25469732476129614,9,6.0
133,1,25,14,-0.25405981674292016,9,6.0
1716,11,29,6,-0.2537994237114681,9,6.0
936,6,16,1,-0.25355057433972883,9,6.0
1874,12,24,1,-0.2534255156280762,9,6.0
479,3,22,8,-0.25341701211797324,9,6.0
141,1,26,9,-0.25322028680656156,9,6.0
1861,12,22,3,-0.25316325618397184,9,6.0
881,6,4,1,-0.2529292172242086,9,6.0
520,3,28,8,-0.25271347869195804,9,6.0
955,6,19,3,-0.25239820529273727,9,6.0
628,4,17,7,-0.2517214314652055,9,6.0
1120,7,27,0,-0.2513074380156448,9,6.0
1390,9,23,6,-0.250883791725977,9,6.0
539,4,1,7,-0.24967755214435292,9,6.0
77,1,15,1,-0.24927919946720914,9,6.0
474,3,21,14,-0.24867897418975118,9,6.0
1058,7,13,2,-0.24717521366834241,9,6.0
1106,7,24,2,-0.24694513011218885,9,6.0
989,6,27,1,-0.2469328927992373,9,6.0
1820,12,15,3,-0.24691246650259732,9,6.0
1668,11,22,6,-0.24673335931113666,9,6.0
63,1,13,5,-0.24567142270359776,9,6.0
120,1,23,2,-0.24490319663480958,9,6.0
892,6,6,9,-0.24435011679096477,3,7.0
1019,7,4,2,-0.24432115891699427,3,7.0
1312,9,10,6,-0.2438139457569199,3,7.0
1893,12,27,1,-0.2435680549225667,3,7.0
439,3,15,10,-0.24278815906672638,3,7.0
1706,11,28,7,-0.2426311893645896,3,7.0
122,1,23,5,-0.24183619685756463,3,7.0
1862,12,22,4,-0.24151863815548094,3,7.0
1469,10,15,6,-0.24052015979740124,3,7.0
1751,12,5,6,-0.23950233411794059,3,7.0
1855,12,21,1,-0.2394640469162415,3,7.0
552,4,3,7,-0.2393970770287049,3,7.0
1110,7,25,6,-0.23850534476115498,3,7.0
185,2,4,6,-0.23811184034483668,3,7.0
1048,7,10,4,-0.2377963309407314,3,7.0
1856,12,21,2,-0.237667490710891,3,7.0
1884,12,25,4,-0.2376070146659881,3,7.0
766,5,12,7,-0.23736033455280253,3,7.0
692,4,26,11,-0.23691914076426757,3,7.0
100,1,19,6,-0.2364051743924053,3,7.0
1431,10,5,6,-0.23573019948126717,3,7.0
49,1,10,3,-0.2353523867999796,3,7.0
480,3,22,9,-0.2351144601306937,3,7.0
1501,10,22,7,-0.23450941239722833,3,7.0
816,5,20,7,-0.23429980557032024,3,7.0
920,6,12,1,-0.23360942990586736,3,7.0
1882,12,25,0,-0.23229828984860557,3,7.0
967,6,23,3,-0.23209972749682162,3,7.0
283,2,22,6,-0.23126183531445585,3,7.0
1011,7,3,1,-0.23115512886524833,3,7.0
1060,7,13,5,-0.23093337967392702,3,7.0
786,5,15,6,-0.23038115115175223,3,7.0
1850,12,20,6,-0.22940728796388585,3,7.0
64,1,13,6,-0.22847298209738384,3,7.0
1627,11,14,8,-0.2276251404184132,3,7.0
437,3,15,8,-0.2270762000136757,3,7.0
1697,11,27,6,-0.22703803622744645,3,7.0
1890,12,26,7,-0.2269389222539702,3,7.0
577,4,7,7,-0.22648683382611354,3,7.0
611,4,14,7,-0.22555376617766948,3,7.0
438,3,15,9,-0.2244313301862309,3,7.0
1102,7,23,2,-0.2242267814508986,3,7.0
1428,10,4,9,-0.22398442287968331,3,7.0
943,6,17,4,-0.22397221183588495,3,7.0
909,6,10,4,-0.22363127672076086,3,7.0
1725,12,1,7,-0.22347077720240094,3,7.0
1341,9,14,6,-0.22336448293969985,3,7.0
284,2,22,8,-0.2230862749326834,3,7.0
1506,10,23,6,-0.22282457241450795,3,7.0
1043,7,9,1,-0.2226490147262007,3,7.0
949,6,18,3,-0.2219249835977652,3,7.0
89,1,17,5,-0.22073102154384835,3,7.0
941,6,17,2,-0.21946269942497812,3,7.0
1260,8,30,6,-0.21930742386683097,3,7.0
148,1,28,0,-0.21844602167381258,3,7.0
325,3,1,9,-0.2180849348805849,3,7.0
1717,11,29,7,-0.21786762917192334,3,7.0
1029,7,6,6,-0.21733597474491767,3,7.0
1122,7,27,2,-0.21728341681020832,3,7.0
244,2,14,6,-0.21697259510309652,3,7.0
1066,7,14,4,-0.21676957948650866,3,7.0
950,6,18,4,-0.21656173665326783,3,7.0
965,6,22,4,-0.21636693694251766,3,7.0
290,2,23,7,-0.21620398634534027,3,7.0
1816,12,14,5,-0.21596241424372756,3,7.0
337,3,2,10,-0.21504177718066975,3,7.0
